file_name,review,rating,review_type,processed_text
trip_advisor_88,"best hotels world low rating hotel joke, guess overpriced 2 stars, shame spent night christmas eve 4 nightsfor new years eve, let say besthotels world, period, traveled world andstayed great hotels.what makes special 1 location, stayed room 1716 suite topfloor view die, angled way face frontsides hotel face faces amazingcityscape world, n't stay roomslike enjoy view morning takeyour breakfast downstairs evening yourdrink lounge.2 quality, bulgari toiletries hennessy xo mini bar.amazing bed, plasma tv, unbelievable jacuzzi shower.what add 3 service, christmas eve streets hotel wereclosed celebrations thousands people outside.we landed hotel sent rolls royce pick up.they n't reach hotel walk minutes.they sent 6 people, help 3 porters lady way security people, bad service, plus personal attention manager elaine exchanged e-mail came, suchan amazing person.4 food, best restaurants, nobu new sushirestaurant spoon french, best far yan toh heen- chosen best chinese restaurant world.we new years eve dinner amazing 18 coursedinner variety tastes die, amazing service.jade silverware plates, amazing food.plus great breakfast morning.this hotel deserves 10 stars.andrew,  ",5.0,hotel,"best hotels world low rating hotel joke, guess overpriced 2 stars, shame spent night christmas eve 4 nightsfor new years eve, let say besthotels world, period, traveled world andstayed great hotels.what makes special 1 location, stayed room 1716 suite topfloor view die, angled way face frontsides hotel face faces amazingcityscape world, n't stay roomslike enjoy view morning takeyour breakfast downstairs evening yourdrink lounge.2 quality, bulgari toiletries hennessy xo mini bar.amazing bed, plasma tv, unbelievable jacuzzi shower.what add 3 service, christmas eve streets hotel wereclosed celebrations thousands people outside.we landed hotel sent rolls royce pick up.they n't reach hotel walk minutes.they sent 6 people, help 3 porters lady way security people, bad service, plus personal attention manager elaine exchanged e-mail came, suchan amazing person.4 food, best restaurants, nobu new sushirestaurant spoon french, best far yan toh heen- chosen best chinese restaurant world.we new years eve dinner amazing 18 coursedinner variety tastes die, amazing service.jade silverware plates, amazing food.plus great breakfast morning.this hotel deserves 10 stars.andrew,  "
trip_advisor_89,"not impressed stayed 4 nights beautiful san francisco april 2007. scheduled stay cancellor hotel entire trip, decided stay 1 night, rooms terribly small rates, case basically paying location, website nicer reality, best thing hotel cookies desk,  ",2.0,hotel,"not impressed stayed 4 nights beautiful san francisco april 2007. scheduled stay cancellor hotel entire trip, decided stay 1 night, rooms terribly small rates, case basically paying location, website nicer reality, best thing hotel cookies desk,  "
trip_advisor_90,"not great choice husband visited hotel anniversary trip, trip caribbean year chose dominican republic, aware pay 10.00 country not aware order good service pull dollar, paid lot money inclusive resort upgrade royal service tip non stop decent service, customer service not best dominican people not friendliest, understand country poor job serve guest resort, believe tipping usually receive good service, say food good bartenders did not make good drinks, time ask drink did not spanish did not know, not recommend resort does not speak spanish fluently, huge communication barrier interferes service, avoid package__Ç time share/ vacation package presentation, major turn trying enjoy expensive vacation people manipulating receive package waste 2 hours day, not royal service wait train hot sun come main building restaurants entertainment, huge problem pool closed 7 pm sun allergy swim sun goes, people country hustlers use communication barrier way, souvenirs not reasonable price not higuey price souvenir shops beach, not feel activities planned guest resort bland boring, beach open locals try sell items excursion annoying, planning visit resort lot dollar bills pesos service depends,  ",1.0,hotel,"not great choice husband visited hotel anniversary trip, trip caribbean year chose dominican republic, aware pay 10.00 country not aware order good service pull dollar, paid lot money inclusive resort upgrade royal service tip non stop decent service, customer service not best dominican people not friendliest, understand country poor job serve guest resort, believe tipping usually receive good service, say food good bartenders did not make good drinks, time ask drink did not spanish did not know, not recommend resort does not speak spanish fluently, huge communication barrier interferes service, avoid package__Ç time share/ vacation package presentation, major turn trying enjoy expensive vacation people manipulating receive package waste 2 hours day, not royal service wait train hot sun come main building restaurants entertainment, huge problem pool closed 7 pm sun allergy swim sun goes, people country hustlers use communication barrier way, souvenirs not reasonable price not higuey price souvenir shops beach, not feel activities planned guest resort bland boring, beach open locals try sell items excursion annoying, planning visit resort lot dollar bills pesos service depends,  "
trip_advisor_91,"bali hyatt loved boyfriend friends 2 adults 2children spent 10days bali june 6 nights bali hyatt 4 nights nusa dua beach hotel pleased.i say rooms bali hyatt stayed ordinary oceanviewrooms friends 2 rooms connecting door good 4 star standard nicely furnished good-size balcony bathrooms charming way bit dated servicelevel friendliness staff best, lots staff having breakfast example close pick-up plate bring extra coffee required, smile questions doing, really feel home day1.the beach nice lots seaweed water makes difficult swim low tide, hotel 2 pools nice.apart breakfast just lunch dinner hotel, food service excellent bit expensive, good choice restaurants shops sanur area want fo shopping food kuta 30 minutes away transportation easy cheap paid idr70.000 one-way big car room 6 night went jimbaran seafood food excellent lovely experience sit directly beach dinner, smoke restaurants bit annoying, happy stay bali hyatt sanur come definitely stay,  ",5.0,hotel,"bali hyatt loved boyfriend friends 2 adults 2children spent 10days bali june 6 nights bali hyatt 4 nights nusa dua beach hotel pleased.i say rooms bali hyatt stayed ordinary oceanviewrooms friends 2 rooms connecting door good 4 star standard nicely furnished good-size balcony bathrooms charming way bit dated servicelevel friendliness staff best, lots staff having breakfast example close pick-up plate bring extra coffee required, smile questions doing, really feel home day1.the beach nice lots seaweed water makes difficult swim low tide, hotel 2 pools nice.apart breakfast just lunch dinner hotel, food service excellent bit expensive, good choice restaurants shops sanur area want fo shopping food kuta 30 minutes away transportation easy cheap paid idr70.000 one-way big car room 6 night went jimbaran seafood food excellent lovely experience sit directly beach dinner, smoke restaurants bit annoying, happy stay bali hyatt sanur come definitely stay,  "
trip_advisor_92,"exceptional hotel outstanding service minute stepped cab, hotel surpassed expectations service exceptional pleasantly surprised hotels ambiance location, recommend hotel hesitation,  ",5.0,hotel,"exceptional hotel outstanding service minute stepped cab, hotel surpassed expectations service exceptional pleasantly surprised hotels ambiance location, recommend hotel hesitation,  "
trip_advisor_93,"pretty hotel hotel really pretty no doubt girl guest services named marcian somethin like worst seen bad attitude slow restaurants reservations bad english really bad guest services.on hand bartenders really nice reception pretty hotel nice spa beach,  ",2.0,hotel,"pretty hotel hotel really pretty no doubt girl guest services named marcian somethin like worst seen bad attitude slow restaurants reservations bad english really bad guest services.on hand bartenders really nice reception pretty hotel nice spa beach,  "
trip_advisor_94,"welcome relief husband live phoenix week july n't know air conditioner home went 100 degrees house, driven doubletree times decided hotel looked safer hotels/motels van buren street, hotel located lush office park work, stay week parts air conditioner order, 89 night aaa rate, suite quiet comfortable, 2 tv comfortable bed numerous pillows choose, microwave refrigerator, really liked large table bills read complimentary newspaper, did n't flaws room, apeared immacuate, ate bevedere restaurant not impressed, roasted chicken strange smell taste, husband liked chinese chicken salad said ginger, lunch bar day angus burgers fries ok. complimentary breakfast buffet good staff attentive bringing coffee morning atmosphere subdued big screen tv watch news, stay doubleltree like walk chinese cultural center just north hotel, good asian restaurants asian grocery store shop buddhas tea pots jewlery items reasonably priced,  ",4.0,hotel,"welcome relief husband live phoenix week july n't know air conditioner home went 100 degrees house, driven doubletree times decided hotel looked safer hotels/motels van buren street, hotel located lush office park work, stay week parts air conditioner order, 89 night aaa rate, suite quiet comfortable, 2 tv comfortable bed numerous pillows choose, microwave refrigerator, really liked large table bills read complimentary newspaper, did n't flaws room, apeared immacuate, ate bevedere restaurant not impressed, roasted chicken strange smell taste, husband liked chinese chicken salad said ginger, lunch bar day angus burgers fries ok. complimentary breakfast buffet good staff attentive bringing coffee morning atmosphere subdued big screen tv watch news, stay doubleltree like walk chinese cultural center just north hotel, good asian restaurants asian grocery store shop buddhas tea pots jewlery items reasonably priced,  "
trip_advisor_95,"like dark gay cheap high prices love place, want 400 room, place ripoff, 89 night stayed motel 6.the 400 room not large walls dark gray black dark carpeting, light open curtains smaller normal window way, shower separated bedroom curtain yes curtain no wall door, hallways dark feels like cave, kept waiting jump mug,  ",1.0,hotel,"like dark gay cheap high prices love place, want 400 room, place ripoff, 89 night stayed motel 6.the 400 room not large walls dark gray black dark carpeting, light open curtains smaller normal window way, shower separated bedroom curtain yes curtain no wall door, hallways dark feels like cave, kept waiting jump mug,  "
trip_advisor_96,"beautiful far away family 5 stayed junior suite 3 nights july staying 3 nights honolulu, booked hotel husband usually tired city days wanted little relaxing away city, resort definitely away tourist areas drive hotel little scary, locals living tents beach, bit uneasy way resort, beautiful arrived, grounds lovely, wish played golf course looked wonderful, grounds covered beautiful flowers really enjoyed watching peacocks birds, breakfast restaurant balcony morning provided view tasty breakfast, dinner restaurant evening quite pricey, ask menu sit budget, mahi mahi excellent, staff amazingly friendly helpful, enjoyed stay probably stay honolulu chance return oahu, golfer looking place beautiful away crowds makaha resort place,  ",4.0,hotel,"beautiful far away family 5 stayed junior suite 3 nights july staying 3 nights honolulu, booked hotel husband usually tired city days wanted little relaxing away city, resort definitely away tourist areas drive hotel little scary, locals living tents beach, bit uneasy way resort, beautiful arrived, grounds lovely, wish played golf course looked wonderful, grounds covered beautiful flowers really enjoyed watching peacocks birds, breakfast restaurant balcony morning provided view tasty breakfast, dinner restaurant evening quite pricey, ask menu sit budget, mahi mahi excellent, staff amazingly friendly helpful, enjoyed stay probably stay honolulu chance return oahu, golfer looking place beautiful away crowds makaha resort place,  "
trip_advisor_97,"no air conditioning rooms, not underestimate, hotel does not working air-conditioning, traveling 2 couples rooms hot, pictures website reflect expensive room hotel, rooms outdated old, bar area outside nice does n't make stay comfortable, price not good value,  ",1.0,hotel,"no air conditioning rooms, not underestimate, hotel does not working air-conditioning, traveling 2 couples rooms hot, pictures website reflect expensive room hotel, rooms outdated old, bar area outside nice does n't make stay comfortable, price not good value,  "
trip_advisor_98,"stick sandals visited bahia principe punta cana nov. 13-20 2004. sandals jamaica north american resorts expecting type service quality food punta cana wrong not lot time review synopsis good weather windnew resortbartenders pool barthe bad no speaks english rudeno coffee maker asking dayno alarm clock asking dayfood poor quality limited selection la carte dinner passable eating restaurant torontooverpriced paid 1400 cdn pp insurance trip ugly european men speedosoverall recommendation spend money like jamaica sandals bahamas florida disney people punta cana learn words customer service no there.oh yeah cdc issued travel advisory apparently punta cana infested malaria,  ",2.0,hotel,"stick sandals visited bahia principe punta cana nov. 13-20 2004. sandals jamaica north american resorts expecting type service quality food punta cana wrong not lot time review synopsis good weather windnew resortbartenders pool barthe bad no speaks english rudeno coffee maker asking dayno alarm clock asking dayfood poor quality limited selection la carte dinner passable eating restaurant torontooverpriced paid 1400 cdn pp insurance trip ugly european men speedosoverall recommendation spend money like jamaica sandals bahamas florida disney people punta cana learn words customer service no there.oh yeah cdc issued travel advisory apparently punta cana infested malaria,  "
trip_advisor_99,"winner, despair confronted hotels available barcelona, noticed claris read owner collection antiquities features hotel, felt set claris apart booked, right beginning felt right choice, e-mailed hotel left request quiet non-smoking room assured, arrived room n't quite ready shown nice bar offered free champagne olives crisps excellent way start weekend, wonderful fountains sculptures open courtyard seen glass elevators ascended floor, room beautifully decorated various woods just right size overlooked quiet comfortable, sightseeing hours returned bath dinner knocking door offer selection bath salts oils, chose lavender lovely bath flowers floating, went hotel restaurant east 47 offering special mushroom tasting menu selected, proved memorable meals dish exquisite service not better, waiter helped choose unusual bottle local white wine delicious went dishes, breakfast massive presented delicious wide variety food suit taste, location excellent close amazing gaudi buildings not far walk gothic district, taxis available, staff amazingly friendly helpful going far check flight print boarding passes day left, ca n't think better place stay highly recommend, way decent pool roof cold use november good reason warmer weather, try place not sorry, trip really special especially little museum antiquities n't miss,  ",5.0,hotel,"winner, despair confronted hotels available barcelona, noticed claris read owner collection antiquities features hotel, felt set claris apart booked, right beginning felt right choice, e-mailed hotel left request quiet non-smoking room assured, arrived room n't quite ready shown nice bar offered free champagne olives crisps excellent way start weekend, wonderful fountains sculptures open courtyard seen glass elevators ascended floor, room beautifully decorated various woods just right size overlooked quiet comfortable, sightseeing hours returned bath dinner knocking door offer selection bath salts oils, chose lavender lovely bath flowers floating, went hotel restaurant east 47 offering special mushroom tasting menu selected, proved memorable meals dish exquisite service not better, waiter helped choose unusual bottle local white wine delicious went dishes, breakfast massive presented delicious wide variety food suit taste, location excellent close amazing gaudi buildings not far walk gothic district, taxis available, staff amazingly friendly helpful going far check flight print boarding passes day left, ca n't think better place stay highly recommend, way decent pool roof cold use november good reason warmer weather, try place not sorry, trip really special especially little museum antiquities n't miss,  "
trip_advisor_100,"great little hotel little hotel wonderful, great location, great decoration, comfortable bed sheets shower, friendly helpful staff, nice french breakfast, plenty great restaurants immediate area, 15 minutes paris attractions walk jardin luxembourg pantheon notre dame nice,  ",4.0,hotel,"great little hotel little hotel wonderful, great location, great decoration, comfortable bed sheets shower, friendly helpful staff, nice french breakfast, plenty great restaurants immediate area, 15 minutes paris attractions walk jardin luxembourg pantheon notre dame nice,  "
trip_advisor_101,"great atmosphere stay w seattle football games concerts look forward fun place stay, service good desk people helpful happy, platinum upgraded corner room, negative gym small dated needs big overhaul.. bar area really nice dressed crowd aged 30 looking good time, drinks little pricey bar tenders poor great usewww.sneakysunday.com best places eat, love zoe belltown.its fantastic.overall great location fun place stay.give shot,  ",4.0,hotel,"great atmosphere stay w seattle football games concerts look forward fun place stay, service good desk people helpful happy, platinum upgraded corner room, negative gym small dated needs big overhaul.. bar area really nice dressed crowd aged 30 looking good time, drinks little pricey bar tenders poor great usewww.sneakysunday.com best places eat, love zoe belltown.its fantastic.overall great location fun place stay.give shot,  "
trip_advisor_102,"great value arrived early evening impressions good staff attentive efficient.great location room comfortable not lavish great views city depend floor casino floor dress code went look no entry tie no boots/trainers jeans failed countsbreakfast treat,  ",4.0,hotel,"great value arrived early evening impressions good staff attentive efficient.great location room comfortable not lavish great views city depend floor casino floor dress code went look no entry tie no boots/trainers jeans failed countsbreakfast treat,  "
trip_advisor_103,"great room stayed hotel 6 days great room bed east river sunrise-from desk crysler building, room bright clean equipped small kitchen, bed wonderful lovely linens superbly comfortable.the staff helpful courteous friendly, great place stay,  ",5.0,hotel,"great room stayed hotel 6 days great room bed east river sunrise-from desk crysler building, room bright clean equipped small kitchen, bed wonderful lovely linens superbly comfortable.the staff helpful courteous friendly, great place stay,  "
trip_advisor_104,"ask, booked hotel solely based reviews ranking tripadvisor, admit bit pricey hotels new york, arrival felt hotel totally overrated disappointed, time went started notice hotel highly ranked admit deserved, little details matter__Ç location hotel excellent, 44th street just meters 5th avenue, easily walk times square bryant park grand central just, nice restaurants blocks hotel.the room really comfortable spotless, flat screen tv adequate minibar safe iron board, bed pretty softest nicest i__Ç_ée slept, hear sounds hall quiet, bathroom large like room spotless separate shower tub, turn-down service evening bottle evian water delivered, thing really separates hotel business hotels staff money buy nice surroundings, like job act accordingly, easy approach extremely friendly feel welcome, concierge service excellent helpful correct suggestions, breakfast served morning hotel restaurant, really looking forward buffet breakfast start day turned la carte available, number items order, cost 22 35 usd tax include fresh juice pot good coffee, continental breakfast basket french bakery products croissant bread muffin fruit plate, fruit plate small 5 small slices 2 kinds melon pineapple, small laugh saw, n't included room price company isn__Ç_é_ paying breakfast, say negative mention like didn__Ç_é_ receive welcome drink i__Ç_é sofitel privilege member minor just bring, positive note late check-out granted problem, overall sofitel new york wonderful hotel perfect location, definitely stay,  ",5.0,hotel,"ask, booked hotel solely based reviews ranking tripadvisor, admit bit pricey hotels new york, arrival felt hotel totally overrated disappointed, time went started notice hotel highly ranked admit deserved, little details matter__Ç location hotel excellent, 44th street just meters 5th avenue, easily walk times square bryant park grand central just, nice restaurants blocks hotel.the room really comfortable spotless, flat screen tv adequate minibar safe iron board, bed pretty softest nicest i__Ç_ée slept, hear sounds hall quiet, bathroom large like room spotless separate shower tub, turn-down service evening bottle evian water delivered, thing really separates hotel business hotels staff money buy nice surroundings, like job act accordingly, easy approach extremely friendly feel welcome, concierge service excellent helpful correct suggestions, breakfast served morning hotel restaurant, really looking forward buffet breakfast start day turned la carte available, number items order, cost 22 35 usd tax include fresh juice pot good coffee, continental breakfast basket french bakery products croissant bread muffin fruit plate, fruit plate small 5 small slices 2 kinds melon pineapple, small laugh saw, n't included room price company isn__Ç_é_ paying breakfast, say negative mention like didn__Ç_é_ receive welcome drink i__Ç_é sofitel privilege member minor just bring, positive note late check-out granted problem, overall sofitel new york wonderful hotel perfect location, definitely stay,  "
trip_advisor_105,"excellent absolutely excellent hotel, no faults, room clean fussy adequate room, buffet breakfast great start day wine cheese popcorn evening greatly appreciated long day exploring shops nyc.the staff extremely helpful definitely returning hotel doubt,  ",5.0,hotel,"excellent absolutely excellent hotel, no faults, room clean fussy adequate room, buffet breakfast great start day wine cheese popcorn evening greatly appreciated long day exploring shops nyc.the staff extremely helpful definitely returning hotel doubt,  "
trip_advisor_106,"fantastic hotel outstanding service wife repeat visitors bring 3-5 associates/friends time, hotel offers american ammenities special french charm, rooms large nicely furnished appointed bathrooms, 4 visits staff friendly helpful restaurant suggestions accomodating unique american needs broken french excellent english speakers cozy hotel library bar wireless internet located favorite sections paris, 6 restaurants blocks hotel extraordinary reasonably priced, especially enjoy breakfast converstaion local chef, stayed times paris hilton marriott champs-elysees, lavoisier hotel stay favorite boutique hotel paris, look forward visit hope stay weeks, maybe,  ",5.0,hotel,"fantastic hotel outstanding service wife repeat visitors bring 3-5 associates/friends time, hotel offers american ammenities special french charm, rooms large nicely furnished appointed bathrooms, 4 visits staff friendly helpful restaurant suggestions accomodating unique american needs broken french excellent english speakers cozy hotel library bar wireless internet located favorite sections paris, 6 restaurants blocks hotel extraordinary reasonably priced, especially enjoy breakfast converstaion local chef, stayed times paris hilton marriott champs-elysees, lavoisier hotel stay favorite boutique hotel paris, look forward visit hope stay weeks, maybe,  "
trip_advisor_107,"nice hotel stayed comfort suites 3 nights august king mini suites, room good value paid discount price 149 night, mentioned previous review no closet think forgot pull sliding mirror closet safe it.we room clean quiet, breakfast nice, point breakfast room crowded people eating outside smokers, nice hotel non-smoking, nice parking, needed laundry returned day, hotel close space needle sci fi museum, need drive monorail downtown hassle, hotel not exciting area nightlife fine us.overall definitely stay,  ",4.0,hotel,"nice hotel stayed comfort suites 3 nights august king mini suites, room good value paid discount price 149 night, mentioned previous review no closet think forgot pull sliding mirror closet safe it.we room clean quiet, breakfast nice, point breakfast room crowded people eating outside smokers, nice hotel non-smoking, nice parking, needed laundry returned day, hotel close space needle sci fi museum, need drive monorail downtown hassle, hotel not exciting area nightlife fine us.overall definitely stay,  "
trip_advisor_108,"overall good experience hotel fine business stay berlin staff kind professional lobby quite impressive location great potsdamer platz home theatres clubs malls services need.on hand nothing really distinctive not charming, known vox bar nothing special prices low nothing really exciting new going on.the rooms warmly furnished quite new, shower room great did n't really like position closet room inside bathroom, plus hotel really complete freshly prepared, standard 5* hotel did not level service,  ",4.0,hotel,"overall good experience hotel fine business stay berlin staff kind professional lobby quite impressive location great potsdamer platz home theatres clubs malls services need.on hand nothing really distinctive not charming, known vox bar nothing special prices low nothing really exciting new going on.the rooms warmly furnished quite new, shower room great did n't really like position closet room inside bathroom, plus hotel really complete freshly prepared, standard 5* hotel did not level service,  "
trip_advisor_109,"good not really disagreeing bulk positive comments casablanca credit, staff courteous hotel comfortable accomodating, located mere 20 yeards times sq. know quiet public rooms bedrooms, bedrooms couple slight negatives, room small 12 10 corridor right bed head, bathroom small no size bath, nicely decorated relatively comfortable exceptionally dark given room faced courtyard, continental breakfast cheese wine evenings nicely welcome ladies age know better bit nuisance nights, negative price taxes added 325 night nearly, know hotels expensive nyc high average, positive review quiet relaxed comfortable hotel,  ",4.0,hotel,"good not really disagreeing bulk positive comments casablanca credit, staff courteous hotel comfortable accomodating, located mere 20 yeards times sq. know quiet public rooms bedrooms, bedrooms couple slight negatives, room small 12 10 corridor right bed head, bathroom small no size bath, nicely decorated relatively comfortable exceptionally dark given room faced courtyard, continental breakfast cheese wine evenings nicely welcome ladies age know better bit nuisance nights, negative price taxes added 325 night nearly, know hotels expensive nyc high average, positive review quiet relaxed comfortable hotel,  "
trip_advisor_110,"horrific n't, stayed excellence punta cana dec 30 2006 jan 6 2007 experience terrible, disappointed did homework read good things resort, food bad barley eat new year eve special menu main choices ordered seafood tower appetizer crunching shells, veal served complete piece fat no meat resembling veal, breakfast buffet cheeses meat stood morning refrigeration cheese actually mold growing, served decaf coffee waitress handed nescafe bottle water said make, 5 star resort does n't make coffee annoying fact changed daily schedule times day, not count execellence times paper provide accurate info events restaurant closures.other horrible things ice maker building worked lost power room night took 45 mins respond room not cleaned 5:30 pm elevators n't work wake 1/2 hr late staff management rude care troubles scheduled horseback riding took place resort changing times times.we unable relax day new annoyance occur time n't wait vacation end n't excellence punta cana,  ",1.0,hotel,"horrific n't, stayed excellence punta cana dec 30 2006 jan 6 2007 experience terrible, disappointed did homework read good things resort, food bad barley eat new year eve special menu main choices ordered seafood tower appetizer crunching shells, veal served complete piece fat no meat resembling veal, breakfast buffet cheeses meat stood morning refrigeration cheese actually mold growing, served decaf coffee waitress handed nescafe bottle water said make, 5 star resort does n't make coffee annoying fact changed daily schedule times day, not count execellence times paper provide accurate info events restaurant closures.other horrible things ice maker building worked lost power room night took 45 mins respond room not cleaned 5:30 pm elevators n't work wake 1/2 hr late staff management rude care troubles scheduled horseback riding took place resort changing times times.we unable relax day new annoyance occur time n't wait vacation end n't excellence punta cana,  "
trip_advisor_111,"excellent, respect reviews tripadvisor decided book hotel, n't disappointed far, arcotel best located popular street oranienburger straÜ_e subway friedrichstraÜ_e nearby rooms extreme tasteful decorated stylish staff polite helpful.before book check design hotel like not hesitate save stay breathtaking hotel,  ",5.0,hotel,"excellent, respect reviews tripadvisor decided book hotel, n't disappointed far, arcotel best located popular street oranienburger straÜ_e subway friedrichstraÜ_e nearby rooms extreme tasteful decorated stylish staff polite helpful.before book check design hotel like not hesitate save stay breathtaking hotel,  "
trip_advisor_112,"great 3 star boutique hotel florence italy wife 2 couples spent nights charming hotel florence september 2005 end cycling trip southern tuscany backroads review biking trip separately backroads hotel good choice looking unconventional boutique-like small hotel lots charm, pretty good value paid 200 euros height tourist season including breakfast, rooms spacious nice recommend specifically ask rooms hotel quieter ones face piazza annunziata, location pretty good not perfect 15 minute walk ponte vecchio galleria uffizi florence walkable nothing far, hotel corner david, liked lot,  ",5.0,hotel,"great 3 star boutique hotel florence italy wife 2 couples spent nights charming hotel florence september 2005 end cycling trip southern tuscany backroads review biking trip separately backroads hotel good choice looking unconventional boutique-like small hotel lots charm, pretty good value paid 200 euros height tourist season including breakfast, rooms spacious nice recommend specifically ask rooms hotel quieter ones face piazza annunziata, location pretty good not perfect 15 minute walk ponte vecchio galleria uffizi florence walkable nothing far, hotel corner david, liked lot,  "
trip_advisor_113,"good not amazing stayed husband friends central european vacation past september, location hotel amazing rooms immaculate, loved gorgeous bathrooms bath salts amenities, issues, instance friend needed assistance changing dollars euros hotel not helpful request, quite upset nearby travelers drinking coffee brought outside cafe lobby wanting instead purchase far expensive course drinks, rate hotel high facilities location experience not stars,  ",4.0,hotel,"good not amazing stayed husband friends central european vacation past september, location hotel amazing rooms immaculate, loved gorgeous bathrooms bath salts amenities, issues, instance friend needed assistance changing dollars euros hotel not helpful request, quite upset nearby travelers drinking coffee brought outside cafe lobby wanting instead purchase far expensive course drinks, rate hotel high facilities location experience not stars,  "
trip_advisor_114,"nice hotel hotel quite nice price paid, staff efficient polite, unfortunately dissapointed breakfast variety poor compared hotels sol/melia/tryp chain, coffee served terribly weak, location-wise pretty central just main areas provide peaceful sleep night, english channels tv pay view price includes 4 movies bit unless planning spend holiday hotel room, channels catalan spanish german, stay apolo special offer,  ",4.0,hotel,"nice hotel hotel quite nice price paid, staff efficient polite, unfortunately dissapointed breakfast variety poor compared hotels sol/melia/tryp chain, coffee served terribly weak, location-wise pretty central just main areas provide peaceful sleep night, english channels tv pay view price includes 4 movies bit unless planning spend holiday hotel room, channels catalan spanish german, stay apolo special offer,  "
trip_advisor_115,"1 word wow, definetely best vacation matter fact im going summer family sisters fifteens, trust love food selection great, fish meat jappanese food, said food sucks doesnt know talking,  ",5.0,hotel,"1 word wow, definetely best vacation matter fact im going summer family sisters fifteens, trust love food selection great, fish meat jappanese food, said food sucks doesnt know talking,  "
trip_advisor_116,"melasti good position just come 14 days melasti beach resort legian, overall experience good did problems, room booked supposed pool fence room pool n't exactly pool single beds asked double, changed rooms double overlooked second pool second floor lovely sized room nice outlook bathroom, ceiling bathroom leaked looked like fall badly need repair, overall enjoyed stay locality price, real complaint food breakfast ok dining restaurant not good evening meal terrible steak, luckily locality plenty nice eating places nearby, good recommendation lot regulars staying hotel deluxe rooms obviously better ones choose, staff ok friendly tried words language, overall hotel priced situated, did nice time,  ",3.0,hotel,"melasti good position just come 14 days melasti beach resort legian, overall experience good did problems, room booked supposed pool fence room pool n't exactly pool single beds asked double, changed rooms double overlooked second pool second floor lovely sized room nice outlook bathroom, ceiling bathroom leaked looked like fall badly need repair, overall enjoyed stay locality price, real complaint food breakfast ok dining restaurant not good evening meal terrible steak, luckily locality plenty nice eating places nearby, good recommendation lot regulars staying hotel deluxe rooms obviously better ones choose, staff ok friendly tried words language, overall hotel priced situated, did nice time,  "
trip_advisor_117,"great place price, stayed hotel residence monge spring break mom, great place, julie friendly willing help fine places eat dinner grab quick baguette way metro, ideally located 7 10 line, price n't ask clean rooms fresh linens accomodating service, sure rooms somewhat small paris cares mean time actually spend hotel room,  ",5.0,hotel,"great place price, stayed hotel residence monge spring break mom, great place, julie friendly willing help fine places eat dinner grab quick baguette way metro, ideally located 7 10 line, price n't ask clean rooms fresh linens accomodating service, sure rooms somewhat small paris cares mean time actually spend hotel room,  "
trip_advisor_118,"big bang buck st. charles great new orleans stay reasonable rates city safe great location street car stops 50 feet door 1.25 f.quarter loyola/tulane campuses audobon park, free internet access guest lounge, rooms typically sized not huge building converted residence think private bathrooms basic cable tv n.o, local tv/news definitely second tier direct dial phones clean kept, offer garage parking corner 10/nite plenty street parking st. charles lots night traffic security meters stop eating money 6pm not advise street parking hotel new orleans hit-and-miss neighborhoods parked rental car, free continental breakfast coffee tea available 24/7, cross quaint bb traditional hotel n.o, regular stay hotel, probably cheaper bb run scary town delux bb new hotels no 50+ nite good combination probably need fair price, stay room n.o.,  ",5.0,hotel,"big bang buck st. charles great new orleans stay reasonable rates city safe great location street car stops 50 feet door 1.25 f.quarter loyola/tulane campuses audobon park, free internet access guest lounge, rooms typically sized not huge building converted residence think private bathrooms basic cable tv n.o, local tv/news definitely second tier direct dial phones clean kept, offer garage parking corner 10/nite plenty street parking st. charles lots night traffic security meters stop eating money 6pm not advise street parking hotel new orleans hit-and-miss neighborhoods parked rental car, free continental breakfast coffee tea available 24/7, cross quaint bb traditional hotel n.o, regular stay hotel, probably cheaper bb run scary town delux bb new hotels no 50+ nite good combination probably need fair price, stay room n.o.,  "
trip_advisor_119,"awesome, upgraded higher floor night honeymoon ecstatic hotel, super cool design invisibleshower drain room number lit hallway floor cage surrounding entire building, super comfortable bed, free wireless, awesome roof terrace suitable warmer weather, room service extremely reasonable terrible exchange rate cdn, free nespresso machine room, staff awesome getting same-day reservation michelin star restaurant madrid day left, definitely recommended,  ",5.0,hotel,"awesome, upgraded higher floor night honeymoon ecstatic hotel, super cool design invisibleshower drain room number lit hallway floor cage surrounding entire building, super comfortable bed, free wireless, awesome roof terrace suitable warmer weather, room service extremely reasonable terrible exchange rate cdn, free nespresso machine room, staff awesome getting same-day reservation michelin star restaurant madrid day left, definitely recommended,  "
trip_advisor_120,"spent vacation barcelona, monte carlo place cap perfect trip, staff helpful polite, ask room 308 quiet deluxe moment step room, hard beat location, just doors fantastic restaurant attic recommendation friendly staff fabio desk.rk,  ",5.0,hotel,"spent vacation barcelona, monte carlo place cap perfect trip, staff helpful polite, ask room 308 quiet deluxe moment step room, hard beat location, just doors fantastic restaurant attic recommendation friendly staff fabio desk.rk,  "
trip_advisor_121,"excellent boutique hi travellers friend working amsterdam month december flying visit stansted 15/16 dec meet, read reviews site match real thing, no hesitation suggesting reviews given spot cheers adam,  ",5.0,hotel,"excellent boutique hi travellers friend working amsterdam month december flying visit stansted 15/16 dec meet, read reviews site match real thing, no hesitation suggesting reviews given spot cheers adam,  "
